Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
Italy,Rho,99,Moderate,1,Good,37,Good,4,Good,99,Moderate,60367477,61.69844358,Moderate
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,114337000,60.52974504,Moderate
Belgium,Roeselare,43,Good,1,Good,31,Good,3,Good,43,Good,11736000,44.58098592,Good
France,Somain,50,Good,1,Good,23,Good,5,Good,50,Good,67842000,53.23133415,Moderate
Russian Federation,Sovetskaya,47,Good,1,Good,39,Good,0,Good,47,Good,145805947,42.49115756,Good
Russian Federation,Staromyshastovskaya,34,Good,1,Good,34,Good,1,Good,34,Good,145805947,42.49115756,Good
Germany,Steinbach,52,Moderate,1,Good,26,Good,3,Good,52,Moderate,83237000,48.24684015,Good
China,Suining,146,Unhealthy for Sensitive Groups,4,Good,141,Unhealthy for Sensitive Groups,5,Good,146,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
India,Sunel,162,Unhealthy,1,Good,41,Good,0,Good,162,Unhealthy,1417173173,152.5597283,Unhealthy
Japan,Imari,47,Good,1,Good,47,Good,0,Good,35,Good,123294513,51.57201646,Moderate
Serbia,Indija,83,Moderate,2,Good,40,Good,4,Good,83,Moderate,7000000,67.98876404,Moderate
Brazil,Inhambupe,23,Good,0,Good,14,Good,1,Good,23,Good,214326223,44.64993726,Good
Kyrgyzstan,Isfana,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups,6000000,81.53846154,Moderate
Italy,Isola Del Liri,42,Good,1,Good,42,Good,1,Good,39,Good,60367477,61.69844358,Moderate
Paraguay,Ita,111,Unhealthy for Sensitive Groups,3,Good,5,Good,4,Good,111,Unhealthy for Sensitive Groups,7000000,42.76923077,Good
Brazil,Itanhaem,150,Unhealthy,4,Good,0,Good,19,Good,150,Unhealthy,214326223,44.64993726,Good
United Republic of Tanzania,Itigi,22,Good,0,Good,16,Good,0,Good,22,Good,67738000,31.65367965,Good
Japan,Ito,46,Good,1,Good,46,Good,0,Good,28,Good,123294513,51.57201646,Moderate
Italy,Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,60367477,61.69844358,Moderate
Japan,Izumo,44,Good,1,Good,44,Good,0,Good,35,Good,123294513,51.57201646,Moderate
Brazil,Jaboticabal,50,Good,1,Good,11,Good,2,Good,50,Good,214326223,44.64993726,Good
Mexico,Jacona,52,Moderate,1,Good,5,Good,4,Good,52,Moderate,126190788,89.11260504,Moderate
India,Jamkhed,131,Unhealthy for Sensitive Groups,0,Good,26,Good,1,Good,131,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Hindley,33,Good,1,Good,30,Good,3,Good,33,Good,67532000,39.5971897,Good
Japan,Hiroshima,50,Good,1,Good,48,Good,3,Good,50,Good,123294513,51.57201646,Moderate
Uganda,Hoima,59,Moderate,2,Good,17,Good,0,Good,59,Moderate,46000000,85.31746032,Moderate
United States of America,Honolulu,30,Good,0,Good,26,Good,0,Good,30,Good,332915073,59.61860625,Moderate
China,Hsintien,159,Unhealthy,3,Good,159,Unhealthy,1,Good,118,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
United States of America,Huntington Park,127,Unhealthy for Sensitive Groups,4,Good,6,Good,46,Good,127,Unhealthy for Sensitive Groups,332915073,59.61860625,Moderate
India,Husainabad,188,Unhealthy,2,Good,101,Unhealthy for Sensitive Groups,1,Good,188,Unhealthy,1417173173,152.5597283,Unhealthy
Brazil,Ibirama,66,Moderate,2,Good,2,Good,6,Good,66,Moderate,214326223,44.64993726,Good
Ukraine,Ichnya,50,Good,1,Good,35,Good,0,Good,50,Good,43000000,51.03181818,Moderate
Niger,Illela,32,Good,1,Good,23,Good,1,Good,32,Good,24000000,75.68965517,Moderate
Nigeria,Ilorin,108,Unhealthy for Sensitive Groups,3,Good,26,Good,1,Good,108,Unhealthy for Sensitive Groups,223804632,100.1103448,Unhealthy for Sensitive Groups
Turkey,Bismil,76,Moderate,1,Good,27,Good,3,Good,76,Moderate,87849000,51.59109312,Moderate
Brazil,Boa Esperanca,38,Good,1,Good,8,Good,2,Good,38,Good,214326223,44.64993726,Good
France,Bobigny,30,Good,1,Good,28,Good,2,Good,30,Good,67842000,53.23133415,Moderate
Burkina Faso,Bobo Dioulasso,34,Good,1,Good,13,Good,0,Good,34,Good,22000000,51.58823529,Moderate
Netherlands,Bodegraven,35,Good,0,Good,35,Good,1,Good,27,Good,17442000,38.15282392,Good
Turkey,Bolu,39,Good,1,Good,39,Good,0,Good,7,Good,87849000,51.59109312,Moderate
Italy,Borgosesia,65,Moderate,1,Good,20,Good,5,Good,65,Moderate,60367477,61.69844358,Moderate
France,Bourg Les Valence,27,Good,1,Good,26,Good,1,Good,27,Good,67842000,53.23133415,Moderate
Canada,Brantford,58,Moderate,1,Good,34,Good,7,Good,58,Moderate,38067000,42.90344828,Good
Belgium,Bree,30,Good,0,Good,26,Good,3,Good,30,Good,11736000,44.58098592,Good
China,Buhe,136,Unhealthy for Sensitive Groups,3,Good,136,Unhealthy for Sensitive Groups,1,Good,94,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Kenya,Bungoma,144,Unhealthy for Sensitive Groups,6,Good,34,Good,3,Good,144,Unhealthy for Sensitive Groups,55000000,73.29508197,Moderate
Germany,Burgthann,41,Good,1,Good,26,Good,2,Good,41,Good,83237000,48.24684015,Good
India,Burhanpur,133,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,133,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Germany,Buttelborn,29,Good,0,Good,29,Good,2,Good,27,Good,83237000,48.24684015,Good
Brazil,Cachoeira Do Sul,23,Good,0,Good,23,Good,0,Good,12,Good,214326223,44.64993726,Good
Brazil,Cacule,22,Good,0,Good,9,Good,1,Good,22,Good,214326223,44.64993726,Good
Brazil,Cambe,25,Good,1,Good,10,Good,1,Good,25,Good,214326223,44.64993726,Good
Italy,Campi Bisenzio,37,Good,1,Good,37,Good,2,Good,25,Good,60367477,61.69844358,Moderate
Paraguay,Capiata,36,Good,1,Good,19,Good,1,Good,36,Good,7000000,42.76923077,Good
Mexico,Casimiro Castillo,29,Good,1,Good,10,Good,2,Good,29,Good,126190788,89.11260504,Moderate
Italy,Casoria,53,Moderate,1,Good,53,Moderate,1,Good,37,Good,60367477,61.69844358,Moderate
Italy,Castelfidardo,50,Good,1,Good,50,Good,1,Good,28,Good,60367477,61.69844358,Moderate
Portugal,Castelo Branco,23,Good,1,Good,23,Good,1,Good,21,Good,10196000,34.56707317,Good
Venezuela (Bolivarian Republic of),Caucaguita,141,Unhealthy for Sensitive Groups,1,Good,12,Good,8,Good,141,Unhealthy for Sensitive Groups,30000000,77.23076923,Moderate
Venezuela (Bolivarian Republic of),Chacao,139,Unhealthy for Sensitive Groups,1,Good,13,Good,7,Good,139,Unhealthy for Sensitive Groups,30000000,77.23076923,Moderate
Thailand,Chaiya,59,Moderate,1,Good,23,Good,0,Good,59,Moderate,70927000,53.56972112,Moderate
Pakistan,Chak Jhumra,204,Very Unhealthy,4,Good,204,Very Unhealthy,3,Good,188,Unhealthy,240485658,178.7045455,Unhealthy
Germany,Cham,50,Good,1,Good,26,Good,3,Good,50,Good,83237000,48.24684015,Good
India,Chamrajnagar,65,Moderate,0,Good,22,Good,0,Good,65,Moderate,1417173173,152.5597283,Unhealthy
Italy,Acerra,52,Moderate,1,Good,52,Moderate,1,Good,36,Good,60367477,61.69844358,Moderate
Russian Federation,Achinsk,37,Good,1,Good,37,Good,0,Good,27,Good,145805947,42.49115756,Good
Brazil,Afonso Claudio,36,Good,1,Good,9,Good,2,Good,36,Good,214326223,44.64993726,Good
Colombia,Agustin Codazzi,57,Moderate,2,Good,6,Good,3,Good,57,Moderate,52015000,65.90079365,Moderate
Ghana,Akropong,110,Unhealthy for Sensitive Groups,3,Good,14,Good,2,Good,110,Unhealthy for Sensitive Groups,34000000,61.76666667,Moderate
Turkey,Alaca,40,Good,1,Good,40,Good,0,Good,14,Good,87849000,51.59109312,Moderate
Spain,Albacete,40,Good,1,Good,27,Good,1,Good,40,Good,47300000,38.67356322,Good
Italy,Alfonsine,42,Good,1,Good,38,Good,3,Good,42,Good,60367477,61.69844358,Moderate
United States of America,Alhambra,87,Moderate,2,Good,21,Good,28,Good,87,Moderate,332915073,59.61860625,Moderate
Sweden,Alingsas,38,Good,1,Good,38,Good,2,Good,29,Good,10452000,35.87619048,Good
India,Alot,162,Unhealthy,1,Good,39,Good,0,Good,162,Unhealthy,1417173173,152.5597283,Unhealthy
Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good,29000000,30.93939394,Good
Brazil,America Dourada,15,Good,0,Good,14,Good,0,Good,15,Good,214326223,44.64993726,Good
India,Amla,145,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,145,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Togo,Aneho,91,Moderate,2,Good,22,Good,1,Good,91,Moderate,8492333,65.15789474,Moderate
Austria,Ansfelden,55,Moderate,1,Good,33,Good,1,Good,55,Moderate,9000000,53.72058824,Moderate
Iran (Islamic Republic of),Arak,78,Moderate,1,Good,46,Good,0,Good,78,Moderate,88550000,108.2960894,Unhealthy for Sensitive Groups
Turkey,Ardahan,39,Good,0,Good,35,Good,0,Good,39,Good,87849000,51.59109312,Moderate
France,Arras,35,Good,1,Good,25,Good,2,Good,35,Good,67842000,53.23133415,Moderate
India,Ayodhya,228,Very Unhealthy,4,Good,111,Unhealthy for Sensitive Groups,4,Good,228,Very Unhealthy,1417173173,152.5597283,Unhealthy
Thailand,Ayutthaya,50,Good,0,Good,27,Good,0,Good,50,Good,70927000,53.56972112,Moderate
Germany,Bad Oeynhausen,34,Good,0,Good,29,Good,1,Good,34,Good,83237000,48.24684015,Good
Germany,Bad Vilbel,28,Good,0,Good,28,Good,2,Good,27,Good,83237000,48.24684015,Good
Indonesia,Bae,80,Moderate,2,Good,69,Moderate,1,Good,80,Moderate,276361783,91.54822335,Moderate
Philippines,Baganga,52,Moderate,1,Good,17,Good,0,Good,52,Moderate,114337000,60.52974504,Moderate
India,Balaghat,154,Unhealthy,1,Good,39,Good,0,Good,154,Unhealthy,1417173173,152.5597283,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Ballymena,26,Good,1,Good,26,Good,4,Good,26,Good,67532000,39.5971897,Good
Peru,Bambamarca,17,Good,0,Good,5,Good,1,Good,17,Good,34295000,36.3875969,Good
Benin,Banikoara,30,Good,2,Good,12,Good,0,Good,30,Good,13000000,67.11111111,Moderate
United Kingdom of Great Britain and Northern Ireland,Basildon,27,Good,1,Good,22,Good,7,Good,27,Good,67532000,39.5971897,Good
India,Batala,113,Unhealthy for Sensitive Groups,4,Good,111,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
United States of America,Dana Point,37,Good,1,Good,22,Good,9,Good,37,Good,332915073,59.61860625,Moderate
Romania,Darabani,65,Moderate,1,Good,42,Good,0,Good,65,Moderate,19053000,53.85849057,Moderate
Netherlands,De Bilt,34,Good,0,Good,34,Good,1,Good,26,Good,17442000,38.15282392,Good
United States of America,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate,332915073,59.61860625,Moderate
Romania,Deva,70,Moderate,1,Good,25,Good,4,Good,70,Moderate,19053000,53.85849057,Moderate
India,Dhanaura,500,Hazardous,3,Good,143,Unhealthy for Sensitive Groups,4,Good,428,Hazardous,1417173173,152.5597283,Unhealthy
Brazil,Diamantina,26,Good,0,Good,6,Good,2,Good,26,Good,214326223,44.64993726,Good
United States of America,Dickson,78,Moderate,1,Good,28,Good,3,Good,78,Moderate,332915073,59.61860625,Moderate
Philippines,Digos,60,Moderate,1,Good,20,Good,0,Good,60,Moderate,114337000,60.52974504,Moderate
Burkina Faso,Djibo,61,Moderate,1,Good,17,Good,3,Good,61,Moderate,22000000,51.58823529,Moderate
Brazil,Dom Pedrito,25,Good,0,Good,25,Good,0,Good,6,Good,214326223,44.64993726,Good
France,Domont,30,Good,1,Good,28,Good,2,Good,30,Good,67842000,53.23133415,Moderate
France,Beauvais,30,Good,0,Good,28,Good,1,Good,30,Good,67842000,53.23133415,Moderate
Belgium,Beerse,30,Good,0,Good,30,Good,2,Good,30,Good,11736000,44.58098592,Good
China,Beibei,166,Unhealthy,10,Good,90,Moderate,22,Good,166,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Benin,Bembereke,42,Good,2,Good,15,Good,0,Good,42,Good,13000000,67.11111111,Moderate
China,Benxi,105,Unhealthy for Sensitive Groups,3,Good,91,Moderate,2,Good,105,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Netherlands,Bergen Op Zoom,33,Good,0,Good,33,Good,2,Good,27,Good,17442000,38.15282392,Good
Israel,Bet Shemesh,78,Moderate,1,Good,44,Good,5,Good,78,Moderate,9000000,87.82608696,Moderate
United Kingdom of Great Britain and Northern Ireland,Beverley,39,Good,1,Good,20,Good,7,Good,39,Good,67532000,39.5971897,Good
India,Bhadra,500,Hazardous,1,Good,40,Good,0,Good,500,Hazardous,1417173173,152.5597283,Unhealthy
India,Bhainsdehi,128,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,128,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Poland,Bielsko Biala,83,Moderate,2,Good,22,Good,7,Good,83,Moderate,38268000,52.46015424,Moderate
India,Channarayapatna,48,Good,0,Good,22,Good,0,Good,48,Good,1417173173,152.5597283,Unhealthy
United States of America,Cheektowaga,38,Good,1,Good,38,Good,3,Good,37,Good,332915073,59.61860625,Moderate
United States of America,Chesterton,66,Moderate,2,Good,19,Good,16,Good,66,Moderate,332915073,59.61860625,Moderate
Guatemala,Chinautla,73,Moderate,2,Good,15,Good,6,Good,73,Moderate,20318000,80.95041322,Moderate
Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good,123294513,51.57201646,Moderate
United States of America,Choctaw,54,Moderate,1,Good,35,Good,2,Good,54,Moderate,332915073,59.61860625,Moderate
Italy,Cinisi,48,Good,1,Good,48,Good,1,Good,25,Good,60367477,61.69844358,Moderate
Indonesia,Cisarua,144,Unhealthy for Sensitive Groups,3,Good,144,Unhealthy for Sensitive Groups,1,Good,115,Unhealthy for Sensitive Groups,276361783,91.54822335,Moderate
France,Clamart,31,Good,1,Good,28,Good,2,Good,31,Good,67842000,53.23133415,Moderate
Thailand,Don Sak,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,70927000,53.56972112,Moderate
United States of America,Colesville,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,332915073,59.61860625,Moderate
Chile,Collipulli,45,Good,1,Good,9,Good,6,Good,45,Good,19000000,86.44578313,Moderate
United States of America,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate,332915073,59.61860625,Moderate
Italy,Comacchio,47,Good,1,Good,37,Good,3,Good,47,Good,60367477,61.69844358,Moderate
Brazil,Conceicao Do Coite,34,Good,0,Good,12,Good,1,Good,34,Good,214326223,44.64993726,Good
Romania,Corabia,67,Moderate,1,Good,37,Good,2,Good,67,Moderate,19053000,53.85849057,Moderate
Ireland,Cork,27,Good,1,Good,27,Good,1,Good,13,Good,5084000,41.09375,Good
Italy,Corridonia,47,Good,1,Good,47,Good,2,Good,37,Good,60367477,61.69844358,Moderate
Poland,Czarnkow,32,Good,1,Good,29,Good,1,Good,32,Good,38268000,52.46015424,Moderate
Ethiopia,Dabat,79,Moderate,1,Good,16,Good,1,Good,79,Moderate,126527000,78.73170732,Moderate
India,Dabwali,500,Hazardous,1,Good,43,Good,1,Good,481,Hazardous,1417173173,152.5597283,Unhealthy
United States of America,Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate,332915073,59.61860625,Moderate
United States of America,Wichita,59,Moderate,1,Good,25,Good,5,Good,59,Moderate,332915073,59.61860625,Moderate
Germany,Wildberg,40,Good,1,Good,25,Good,3,Good,40,Good,83237000,48.24684015,Good
Indonesia,Wonogiri,51,Moderate,1,Good,28,Good,0,Good,51,Moderate,276361783,91.54822335,Moderate
Germany,Wunsiedel,41,Good,0,Good,27,Good,2,Good,41,Good,83237000,48.24684015,Good
Belgium,Wuustwezel,34,Good,0,Good,29,Good,3,Good,34,Good,11736000,44.58098592,Good
United States of America,Wylie,60,Moderate,1,Good,24,Good,4,Good,60,Moderate,332915073,59.61860625,Moderate
China,Xinzhou,163,Unhealthy,4,Good,163,Unhealthy,4,Good,106,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Syrian Arab Republic,Yabrud,86,Moderate,1,Good,43,Good,1,Good,86,Moderate,21563800,85,Moderate
India,Yadgir,82,Moderate,0,Good,27,Good,0,Good,82,Moderate,1417173173,152.5597283,Unhealthy
Russian Federation,Yaya,51,Moderate,1,Good,34,Good,0,Good,51,Moderate,145805947,42.49115756,Good
Russian Federation,Yelizavetinskaya,48,Good,1,Good,39,Good,4,Good,48,Good,145805947,42.49115756,Good
Canada,Yorkton,25,Good,1,Good,22,Good,1,Good,25,Good,38067000,42.90344828,Good
Japan,Yoshida,42,Good,1,Good,42,Good,0,Good,33,Good,123294513,51.57201646,Moderate
United States of America,Yucaipa,57,Moderate,2,Good,16,Good,12,Good,57,Moderate,332915073,59.61860625,Moderate
China,Yuyao,166,Unhealthy,3,Good,166,Unhealthy,2,Good,108,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Mexico,Zaachila,75,Moderate,2,Good,6,Good,8,Good,75,Moderate,126190788,89.11260504,Moderate
Mexico,Zapotlanejo,56,Moderate,1,Good,10,Good,4,Good,56,Moderate,126190788,89.11260504,Moderate
Netherlands,Zelhem,30,Good,0,Good,30,Good,1,Good,26,Good,17442000,38.15282392,Good
Kazakhstan,Zhezkazgan,39,Good,1,Good,39,Good,0,Good,22,Good,19632700,61.21126761,Moderate
Slovakia,Zilina,57,Moderate,1,Good,32,Good,2,Good,57,Moderate,5500000,67.53225806,Moderate
Slovakia,Zlate Moravce,57,Moderate,1,Good,30,Good,2,Good,57,Moderate,5500000,67.53225806,Moderate
India,Zunheboto,35,Good,1,Good,14,Good,0,Good,35,Good,1417173173,152.5597283,Unhealthy
Russian Federation,Zvenigorod,31,Good,1,Good,31,Good,4,Good,29,Good,145805947,42.49115756,Good
Germany,Syke,32,Good,0,Good,29,Good,1,Good,32,Good,83237000,48.24684015,Good
Hungary,Szekesfehervar,76,Moderate,1,Good,31,Good,4,Good,76,Moderate,9636000,63.6056338,Moderate
Philippines,Tagbina,52,Moderate,1,Good,20,Good,0,Good,52,Moderate,114337000,60.52974504,Moderate
Iran (Islamic Republic of),Takestan,46,Good,1,Good,38,Good,0,Good,46,Good,88550000,108.2960894,Unhealthy for Sensitive Groups
Romania,Targu Ocna,65,Moderate,1,Good,43,Good,0,Good,65,Moderate,19053000,53.85849057,Moderate
India,Tattayyangarpettai,74,Moderate,1,Good,30,Good,0,Good,74,Moderate,1417173173,152.5597283,Unhealthy
Mexico,Tempoal,75,Moderate,2,Good,19,Good,4,Good,75,Moderate,126190788,89.11260504,Moderate
Mexico,Tequixquitla,101,Unhealthy for Sensitive Groups,2,Good,13,Good,6,Good,101,Unhealthy for Sensitive Groups,126190788,89.11260504,Moderate
Thailand,Tha Rua,51,Moderate,0,Good,28,Good,0,Good,51,Moderate,70927000,53.56972112,Moderate
Myanmar,Thanatpin,59,Moderate,0,Good,23,Good,0,Good,59,Moderate,54000000,40.95238095,Good
Pakistan,Thul,170,Unhealthy,1,Good,58,Moderate,1,Good,170,Unhealthy,240485658,178.7045455,Unhealthy
Republic of Moldova,Tighina,57,Moderate,1,Good,38,Good,0,Good,57,Moderate,3000000,52.96428571,Moderate
India,Tikri,500,Hazardous,3,Good,47,Good,9,Good,500,Hazardous,1417173173,152.5597283,Unhealthy
India,Tirupati,84,Moderate,0,Good,30,Good,0,Good,84,Moderate,1417173173,152.5597283,Unhealthy
Brazil,Vigia,29,Good,1,Good,14,Good,1,Good,29,Good,214326223,44.64993726,Good
Italy,Villa Literno,49,Good,1,Good,49,Good,1,Good,34,Good,60367477,61.69844358,Moderate
France,Villiers Le Bel,30,Good,1,Good,28,Good,2,Good,30,Good,67842000,53.23133415,Moderate
Viet Nam,Vinh Long,98,Moderate,1,Good,43,Good,1,Good,98,Moderate,99711000,86.63492063,Moderate
India,Virar,151,Unhealthy,1,Good,25,Good,1,Good,151,Unhealthy,1417173173,152.5597283,Unhealthy
India,Viravanallur,47,Good,0,Good,27,Good,0,Good,47,Good,1417173173,152.5597283,Unhealthy
United Republic of Tanzania,Vwawa,21,Good,0,Good,15,Good,0,Good,21,Good,67738000,31.65367965,Good
Pakistan,Warah,168,Unhealthy,1,Good,52,Moderate,1,Good,168,Unhealthy,240485658,178.7045455,Unhealthy
Belgium,Waremme,36,Good,1,Good,24,Good,4,Good,36,Good,11736000,44.58098592,Good
India,Warora,151,Unhealthy,1,Good,38,Good,0,Good,151,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Warrensburg,69,Moderate,1,Good,32,Good,5,Good,69,Moderate,332915073,59.61860625,Moderate
United States of America,Warrensville Heights,40,Good,1,Good,40,Good,3,Good,39,Good,332915073,59.61860625,Moderate
India,Warud,146,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,146,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Japan,Watari,45,Good,1,Good,45,Good,0,Good,20,Good,123294513,51.57201646,Moderate
United States of America,Watertown,61,Moderate,2,Good,22,Good,8,Good,61,Moderate,332915073,59.61860625,Moderate
United States of America,Webster Groves,83,Moderate,2,Good,19,Good,13,Good,83,Moderate,332915073,59.61860625,Moderate
China,Tongliao,112,Unhealthy for Sensitive Groups,3,Good,112,Unhealthy for Sensitive Groups,1,Good,99,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Tonisvorst,28,Good,0,Good,26,Good,2,Good,28,Good,83237000,48.24684015,Good
Australia,Toowoomba,22,Good,0,Good,22,Good,0,Good,7,Good,26187000,33.64893617,Good
Côte d'Ivoire,Toumodi,72,Moderate,2,Good,12,Good,0,Good,72,Moderate,27745000,53.28358209,Moderate
Japan,Tsukumi,54,Moderate,1,Good,54,Moderate,1,Good,38,Good,123294513,51.57201646,Moderate
Brazil,Tucano,20,Good,0,Good,14,Good,0,Good,20,Good,214326223,44.64993726,Good
France,Tulle,30,Good,1,Good,25,Good,2,Good,30,Good,67842000,53.23133415,Moderate
United States of America,Tulsa,54,Moderate,1,Good,25,Good,5,Good,54,Moderate,332915073,59.61860625,Moderate
Thailand,Udon Thani,54,Moderate,0,Good,25,Good,0,Good,54,Moderate,70927000,53.56972112,Moderate
Japan,Uozu,41,Good,1,Good,41,Good,0,Good,25,Good,123294513,51.57201646,Moderate
Venezuela (Bolivarian Republic of),Upata,42,Good,0,Good,15,Good,0,Good,42,Good,30000000,77.23076923,Moderate
Russian Federation,Urussu,30,Good,1,Good,30,Good,1,Good,14,Good,145805947,42.49115756,Good
Netherlands,Utrecht,31,Good,0,Good,31,Good,2,Good,28,Good,17442000,38.15282392,Good
Republic of North Macedonia,Valandovo,33,Good,1,Good,32,Good,2,Good,33,Good,2067000,66.7826087,Moderate
Portugal,Valbom,33,Good,1,Good,23,Good,4,Good,33,Good,10196000,34.56707317,Good
Finland,Valkeakoski,30,Good,1,Good,30,Good,2,Good,10,Good,5548000,38.08235294,Good
Mexico,Valtierrilla,62,Moderate,1,Good,10,Good,6,Good,62,Moderate,126190788,89.11260504,Moderate
India,Vandavasi,65,Moderate,1,Good,33,Good,0,Good,65,Moderate,1417173173,152.5597283,Unhealthy
Italy,Vetralla,47,Good,1,Good,47,Good,1,Good,41,Good,60367477,61.69844358,Moderate
Italy,Viadana,64,Moderate,1,Good,29,Good,7,Good,64,Moderate,60367477,61.69844358,Moderate
Mexico,Oluta,76,Moderate,3,Good,11,Good,5,Good,76,Moderate,126190788,89.11260504,Moderate
Mexico,Ometepec,62,Moderate,2,Good,9,Good,6,Good,62,Moderate,126190788,89.11260504,Moderate
Japan,Omihachiman,40,Good,1,Good,40,Good,2,Good,34,Good,123294513,51.57201646,Moderate
Italy,Osimo,45,Good,1,Good,45,Good,0,Good,33,Good,60367477,61.69844358,Moderate
Ukraine,Ovruch,34,Good,1,Good,26,Good,0,Good,34,Good,43000000,51.03181818,Moderate
Mexico,Oxkutzcab,36,Good,1,Good,22,Good,0,Good,36,Good,126190788,89.11260504,Moderate
Italy,Paderno Dugnano,33,Good,1,Good,33,Good,2,Good,23,Good,60367477,61.69844358,Moderate
India,Pakala,84,Moderate,0,Good,33,Good,0,Good,84,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Palos Hills,78,Moderate,2,Good,13,Good,27,Good,78,Moderate,332915073,59.61860625,Moderate
Bangladesh,Panchagarh,170,Unhealthy,2,Good,72,Moderate,1,Good,170,Unhealthy,171860000,113.3292683,Unhealthy for Sensitive Groups
Romania,Ramnicu Valcea,51,Moderate,1,Good,40,Good,0,Good,51,Moderate,19053000,53.85849057,Moderate
Iran (Islamic Republic of),Ramsar,59,Moderate,1,Good,39,Good,0,Good,59,Moderate,88550000,108.2960894,Unhealthy for Sensitive Groups
India,Rangia,106,Unhealthy for Sensitive Groups,2,Good,47,Good,1,Good,106,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
India,Rani,161,Unhealthy,0,Good,36,Good,0,Good,161,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Redan,99,Moderate,3,Good,3,Good,28,Good,99,Moderate,332915073,59.61860625,Moderate
Germany,Rehlingen Siersburg,28,Good,1,Good,28,Good,3,Good,27,Good,83237000,48.24684015,Good
United Kingdom of Great Britain and Northern Ireland,Rhondda,74,Moderate,0,Good,32,Good,0,Good,74,Moderate,67532000,39.5971897,Good
Portugal,Rio Maior,39,Good,0,Good,29,Good,1,Good,39,Good,10196000,34.56707317,Good
Brazil,Rio Negrinho,41,Good,1,Good,10,Good,5,Good,41,Good,214326223,44.64993726,Good
United States of America,Rockland,67,Moderate,1,Good,45,Good,5,Good,67,Moderate,332915073,59.61860625,Moderate
Germany,Rodenbach,35,Good,1,Good,35,Good,1,Good,30,Good,83237000,48.24684015,Good
United States of America,Romeoville,75,Moderate,2,Good,8,Good,27,Good,75,Moderate,332915073,59.61860625,Moderate
Spain,Priego De Cordoba,31,Good,1,Good,31,Good,1,Good,21,Good,47300000,38.67356322,Good
India,Pulivendla,120,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
United Republic of Tanzania,Puma,30,Good,0,Good,16,Good,0,Good,30,Good,67738000,31.65367965,Good
India,Purwa,304,Hazardous,1,Good,48,Good,1,Good,268,Very Unhealthy,1417173173,152.5597283,Unhealthy
Azerbaijan,Qaracuxur,55,Moderate,1,Good,39,Good,0,Good,55,Moderate,10000000,58.76315789,Moderate
Iran (Islamic Republic of),Qarchak,157,Unhealthy,2,Good,157,Unhealthy,3,Good,135,Unhealthy for Sensitive Groups,88550000,108.2960894,Unhealthy for Sensitive Groups
China,Qingdao,232,Very Unhealthy,21,Good,16,Good,28,Good,232,Very Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
